product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency,profit_margin_percentage,profit_margin,cost_price,date,cy_date,year,month_name,date_yy_mmm
Prod297,Cus020,Mark011,2020-02-02,1,185,INR,0.08,14.8,170.2,2020-02-02,2020-02-01,2020,February,"20-Feb"
Prod058,Cus020,Mark011,2020-02-03,1,185,INR,-0.09,-16.65,201.65,2020-02-03,2020-02-01,2020,February,"20-Feb"
Prod296,Cus020,Mark011,2020-02-05,1,185,INR,0.38,70.3,114.7,2020-02-05,2020-02-01,2020,February,"20-Feb"
Prod297,Cus020,Mark011,2020-02-05,1,185,INR,0.28,51.8,133.2,2020-02-05,2020-02-01,2020,February,"20-Feb"
Prod296,Cus020,Mark011,2020-02-14,1,185,INR,-0.11,-20.35,205.35,2020-02-14,2020-02-01,2020,February,"20-Feb"
Prod065,Cus020,Mark011,2020-02-19,1,185,INR,0.26,48.1,136.9,2020-02-19,2020-02-01,2020,February,"20-Feb"
Prod296,Cus020,Mark011,2020-02-19,1,185,INR,0,0,185,2020-02-19,2020-02-01,2020,February,"20-Feb"
Prod296,Cus020,Mark011,2020-02-21,1,185,INR,0.16,29.6,155.4,2020-02-21,2020-02-01,2020,February,"20-Feb"
Prod297,Cus020,Mark011,2020-02-21,1,185,INR,0.13,24.05,160.95,2020-02-21,2020-02-01,2020,February,"20-Feb"
Prod297,Cus020,Mark011,2020-02-26,1,185,INR,0.03,5.55,179.45,2020-02-26,2020-02-01,2020,February,"20-Feb"
Prod296,Cus020,Mark011,2020-02-27,1,185,INR,-0.31,-57.35,242.35,2020-02-27,2020-02-01,2020,February,"20-Feb"
Prod065,Cus020,Mark011,2020-02-28,1,185,INR,0.34,62.9,122.1,2020-02-28,2020-02-01,2020,February,"20-Feb"
Prod296,Cus020,Mark011,2020-03-02,1,185,INR,0.13,24.05,160.95,2020-03-02,2020-03-01,2020,March,"20-Mar"
Prod297,Cus020,Mark011,2020-03-02,1,185,INR,0.32,59.2,125.8,2020-03-02,2020-03-01,2020,March,"20-Mar"
Prod296,Cus020,Mark011,2020-03-04,1,185,INR,-0.14,-25.9,210.9,2020-03-04,2020-03-01,2020,March,"20-Mar"
Prod297,Cus020,Mark011,2020-03-04,1,185,INR,0.31,57.35,127.65,2020-03-04,2020-03-01,2020,March,"20-Mar"
Prod065,Cus020,Mark011,2020-03-04,1,185,INR,0,0,185,2020-03-04,2020-03-01,2020,March,"20-Mar"
Prod300,Cus020,Mark011,2020-03-11,1,185,INR,0.1,18.5,166.5,2020-03-11,2020-03-01,2020,March,"20-Mar"
Prod297,Cus020,Mark011,2020-03-16,1,185,INR,0.36,66.6,118.4,2020-03-16,2020-03-01,2020,March,"20-Mar"
Prod300,Cus020,Mark011,2020-03-16,1,185,INR,-0.12,-22.2,207.2,2020-03-16,2020-03-01,2020,March,"20-Mar"
Prod055,Cus020,Mark011,2020-03-19,1,185,INR,0.39,72.15,112.85,2020-03-19,2020-03-01,2020,March,"20-Mar"
Prod296,Cus020,Mark011,2020-03-20,1,185,INR,-0.19,-35.15,220.15,2020-03-20,2020-03-01,2020,March,"20-Mar"
Prod297,Cus020,Mark011,2020-03-20,1,185,INR,0.23,42.55,142.45,2020-03-20,2020-03-01,2020,March,"20-Mar"
Prod296,Cus020,Mark011,2020-03-23,1,185,INR,-0.03,-5.55,190.55,2020-03-23,2020-03-01,2020,March,"20-Mar"
Prod296,Cus020,Mark011,2020-03-24,1,185,INR,0.28,51.8,133.2,2020-03-24,2020-03-01,2020,March,"20-Mar"
Prod297,Cus020,Mark011,2020-03-25,1,185,INR,0.31,57.35,127.65,2020-03-25,2020-03-01,2020,March,"20-Mar"
Prod296,Cus020,Mark011,2020-03-25,1,185,INR,0.28,51.8,133.2,2020-03-25,2020-03-01,2020,March,"20-Mar"
Prod055,Cus020,Mark011,2020-03-27,1,185,INR,0.34,62.9,122.1,2020-03-27,2020-03-01,2020,March,"20-Mar"
Prod058,Cus020,Mark011,2020-04-02,1,185,INR,0.17,31.45,153.55,2020-04-02,2020-04-01,2020,April,"20-Apr"
Prod297,Cus020,Mark011,2020-04-08,1,185,INR,0.33,61.05,123.95,2020-04-08,2020-04-01,2020,April,"20-Apr"
Prod296,Cus020,Mark011,2020-04-09,1,185,INR,0.26,48.1,136.9,2020-04-09,2020-04-01,2020,April,"20-Apr"
Prod300,Cus020,Mark011,2020-04-14,1,185,INR,-0.09,-16.65,201.65,2020-04-14,2020-04-01,2020,April,"20-Apr"
Prod296,Cus020,Mark011,2020-04-17,1,185,INR,-0.32,-59.2,244.2,2020-04-17,2020-04-01,2020,April,"20-Apr"
Prod065,Cus020,Mark011,2020-04-20,1,185,INR,0.25,46.25,138.75,2020-04-20,2020-04-01,2020,April,"20-Apr"
Prod058,Cus020,Mark011,2020-04-21,1,185,INR,0.27,49.95,135.05,2020-04-21,2020-04-01,2020,April,"20-Apr"
Prod296,Cus020,Mark011,2020-04-21,1,185,INR,0.25,46.25,138.75,2020-04-21,2020-04-01,2020,April,"20-Apr"
Prod297,Cus020,Mark011,2020-04-21,1,185,INR,-0.03,-5.55,190.55,2020-04-21,2020-04-01,2020,April,"20-Apr"
Prod297,Cus020,Mark011,2020-04-23,1,185,INR,0.06,11.1,173.9,2020-04-23,2020-04-01,2020,April,"20-Apr"
Prod296,Cus020,Mark011,2020-04-24,1,185,INR,-0.19,-35.15,220.15,2020-04-24,2020-04-01,2020,April,"20-Apr"
Prod065,Cus020,Mark011,2020-04-28,1,185,INR,-0.01,-1.85,186.85,2020-04-28,2020-04-01,2020,April,"20-Apr"
Prod297,Cus020,Mark011,2020-04-28,1,185,INR,-0.04,-7.4,192.4,2020-04-28,2020-04-01,2020,April,"20-Apr"
Prod296,Cus020,Mark011,2020-04-29,1,185,INR,-0.24,-44.4,229.4,2020-04-29,2020-04-01,2020,April,"20-Apr"
Prod300,Cus020,Mark011,2020-04-29,1,185,INR,-0.3,-55.5,240.5,2020-04-29,2020-04-01,2020,April,"20-Apr"
Prod296,Cus020,Mark011,2020-04-30,1,185,INR,0.08,14.8,170.2,2020-04-30,2020-04-01,2020,April,"20-Apr"
Prod055,Cus020,Mark011,2020-05-04,1,185,INR,-0.15,-27.75,212.75,2020-05-04,2020-05-01,2020,May,"20-May"
Prod296,Cus020,Mark011,2020-05-04,1,185,INR,0.4,74,111,2020-05-04,2020-05-01,2020,May,"20-May"
Prod300,Cus020,Mark011,2020-05-04,1,185,INR,0.36,66.6,118.4,2020-05-04,2020-05-01,2020,May,"20-May"
Prod065,Cus020,Mark011,2020-05-05,1,185,INR,-0.08,-14.8,199.8,2020-05-05,2020-05-01,2020,May,"20-May"
Prod065,Cus020,Mark011,2020-05-07,1,185,INR,-0.25,-46.25,231.25,2020-05-07,2020-05-01,2020,May,"20-May"
Prod297,Cus020,Mark011,2020-05-07,1,185,INR,-0.08,-14.8,199.8,2020-05-07,2020-05-01,2020,May,"20-May"
Prod300,Cus020,Mark011,2020-05-12,1,185,INR,-0.24,-44.4,229.4,2020-05-12,2020-05-01,2020,May,"20-May"
Prod065,Cus020,Mark011,2020-05-18,1,185,INR,-0.29,-53.65,238.65,2020-05-18,2020-05-01,2020,May,"20-May"
Prod296,Cus020,Mark011,2020-05-18,1,185,INR,0.11,20.35,164.65,2020-05-18,2020-05-01,2020,May,"20-May"
Prod058,Cus020,Mark011,2020-05-19,1,185,INR,-0.12,-22.2,207.2,2020-05-19,2020-05-01,2020,May,"20-May"
Prod058,Cus020,Mark011,2020-05-20,1,185,INR,0.02,3.7,181.3,2020-05-20,2020-05-01,2020,May,"20-May"
Prod065,Cus020,Mark011,2020-05-21,1,185,INR,-0.35,-64.75,249.75,2020-05-21,2020-05-01,2020,May,"20-May"
Prod300,Cus020,Mark011,2020-05-21,1,185,INR,0.4,74,111,2020-05-21,2020-05-01,2020,May,"20-May"
Prod065,Cus020,Mark011,2020-05-22,1,185,INR,0.08,14.8,170.2,2020-05-22,2020-05-01,2020,May,"20-May"
Prod297,Cus020,Mark011,2020-05-22,1,185,INR,-0.18,-33.3,218.3,2020-05-22,2020-05-01,2020,May,"20-May"
Prod065,Cus020,Mark011,2020-05-25,1,185,INR,0.18,33.3,151.7,2020-05-25,2020-05-01,2020,May,"20-May"
Prod058,Cus020,Mark011,2020-05-26,1,185,INR,-0.17,-31.45,216.45,2020-05-26,2020-05-01,2020,May,"20-May"
Prod058,Cus020,Mark011,2020-05-27,1,185,INR,0.15,27.75,157.25,2020-05-27,2020-05-01,2020,May,"20-May"
Prod065,Cus020,Mark011,2020-05-27,1,185,INR,-0.11,-20.35,205.35,2020-05-27,2020-05-01,2020,May,"20-May"
Prod065,Cus020,Mark011,2020-06-01,1,185,INR,0.24,44.4,140.6,2020-06-01,2020-06-01,2020,June,"20-Jun"
Prod296,Cus020,Mark011,2020-06-08,1,185,INR,0.35,64.75,120.25,2020-06-08,2020-06-01,2020,June,"20-Jun"
Prod300,Cus020,Mark011,2020-06-16,1,185,INR,0.18,33.3,151.7,2020-06-16,2020-06-01,2020,June,"20-Jun"
Prod296,Cus020,Mark011,2020-06-18,1,185,INR,0.24,44.4,140.6,2020-06-18,2020-06-01,2020,June,"20-Jun"
Prod296,Cus020,Mark011,2020-06-19,1,185,INR,-0.31,-57.35,242.35,2020-06-19,2020-06-01,2020,June,"20-Jun"
Prod065,Cus020,Mark011,2020-06-22,1,185,INR,0.34,62.9,122.1,2020-06-22,2020-06-01,2020,June,"20-Jun"
Prod297,Cus020,Mark011,2020-06-23,1,185,INR,-0.03,-5.55,190.55,2020-06-23,2020-06-01,2020,June,"20-Jun"
Prod295,Cus020,Mark011,2020-01-02,1,130,INR,0.19,24.7,105.3,2020-01-02,2020-01-01,2020,January,"20-Jan"
Prod286,Cus020,Mark011,2020-01-08,1,130,INR,-0.1,-13,143,2020-01-08,2020-01-01,2020,January,"20-Jan"
Prod300,Cus020,Mark011,2020-01-17,1,130,INR,-0.35,-45.5,175.5,2020-01-17,2020-01-01,2020,January,"20-Jan"
Prod275,Cus020,Mark011,2020-01-09,1,125,INR,-0.08,-10,135,2020-01-09,2020-01-01,2020,January,"20-Jan"
Prod281,Cus020,Mark011,2020-01-13,1,125,INR,0.14,17.5,107.5,2020-01-13,2020-01-01,2020,January,"20-Jan"
Prod265,Cus020,Mark011,2020-01-16,1,125,INR,-0.23,-28.75,153.75,2020-01-16,2020-01-01,2020,January,"20-Jan"
Prod267,Cus020,Mark011,2020-01-16,1,125,INR,-0.28,-35,160,2020-01-16,2020-01-01,2020,January,"20-Jan"
Prod265,Cus020,Mark011,2020-01-21,1,125,INR,-0.21,-26.25,151.25,2020-01-21,2020-01-01,2020,January,"20-Jan"
Prod265,Cus020,Mark011,2020-01-22,1,125,INR,0.27,33.75,91.25,2020-01-22,2020-01-01,2020,January,"20-Jan"
Prod265,Cus020,Mark011,2020-01-27,1,125,INR,0,0,125,2020-01-27,2020-01-01,2020,January,"20-Jan"
Prod267,Cus020,Mark011,2020-01-27,1,125,INR,0.21,26.25,98.75,2020-01-27,2020-01-01,2020,January,"20-Jan"
Prod227,Cus020,Mark011,2020-01-30,1,125,INR,-0.28,-35,160,2020-01-30,2020-01-01,2020,January,"20-Jan"
Prod267,Cus020,Mark011,2020-01-30,1,125,INR,-0.24,-30,155,2020-01-30,2020-01-01,2020,January,"20-Jan"
Prod267,Cus020,Mark011,2020-01-31,1,125,INR,-0.09,-11.25,136.25,2020-01-31,2020-01-01,2020,January,"20-Jan"
Prod265,Cus020,Mark011,2020-02-05,1,125,INR,-0.3,-37.5,162.5,2020-02-05,2020-02-01,2020,February,"20-Feb"
Prod267,Cus020,Mark011,2020-02-05,1,125,INR,-0.09,-11.25,136.25,2020-02-05,2020-02-01,2020,February,"20-Feb"
Prod265,Cus020,Mark011,2020-02-10,1,125,INR,0.35,43.75,81.25,2020-02-10,2020-02-01,2020,February,"20-Feb"
Prod267,Cus020,Mark011,2020-02-10,1,125,INR,-0.22,-27.5,152.5,2020-02-10,2020-02-01,2020,February,"20-Feb"
Prod265,Cus020,Mark011,2020-02-13,1,125,INR,-0.26,-32.5,157.5,2020-02-13,2020-02-01,2020,February,"20-Feb"
Prod267,Cus020,Mark011,2020-02-20,1,125,INR,0.15,18.75,106.25,2020-02-20,2020-02-01,2020,February,"20-Feb"
Prod265,Cus020,Mark011,2020-02-25,1,125,INR,0.29,36.25,88.75,2020-02-25,2020-02-01,2020,February,"20-Feb"
Prod267,Cus020,Mark011,2020-02-25,1,125,INR,0.17,21.25,103.75,2020-02-25,2020-02-01,2020,February,"20-Feb"
Prod265,Cus020,Mark011,2020-02-26,1,125,INR,-0.34,-42.5,167.5,2020-02-26,2020-02-01,2020,February,"20-Feb"
Prod281,Cus020,Mark011,2020-02-26,1,125,INR,-0.28,-35,160,2020-02-26,2020-02-01,2020,February,"20-Feb"
Prod265,Cus020,Mark011,2020-02-27,1,125,INR,0.03,3.75,121.25,2020-02-27,2020-02-01,2020,February,"20-Feb"
Prod267,Cus020,Mark011,2020-02-27,1,125,INR,0.25,31.25,93.75,2020-02-27,2020-02-01,2020,February,"20-Feb"
Prod281,Cus020,Mark011,2020-02-27,1,125,INR,-0.07,-8.75,133.75,2020-02-27,2020-02-01,2020,February,"20-Feb"
Prod267,Cus020,Mark011,2020-02-28,1,125,INR,-0.04,-5,130,2020-02-28,2020-02-01,2020,February,"20-Feb"
Prod267,Cus020,Mark011,2020-03-03,1,125,INR,-0.25,-31.25,156.25,2020-03-03,2020-03-01,2020,March,"20-Mar"
Prod265,Cus020,Mark011,2020-03-04,1,125,INR,0.06,7.5,117.5,2020-03-04,2020-03-01,2020,March,"20-Mar"
Prod265,Cus020,Mark011,2020-03-11,1,125,INR,0.22,27.5,97.5,2020-03-11,2020-03-01,2020,March,"20-Mar"
Prod281,Cus020,Mark011,2020-03-11,1,125,INR,-0.34,-42.5,167.5,2020-03-11,2020-03-01,2020,March,"20-Mar"
Prod265,Cus020,Mark011,2020-03-13,1,125,INR,0.37,46.25,78.75,2020-03-13,2020-03-01,2020,March,"20-Mar"
Prod265,Cus020,Mark011,2020-03-17,1,125,INR,0.33,41.25,83.75,2020-03-17,2020-03-01,2020,March,"20-Mar"
Prod267,Cus020,Mark011,2020-03-17,1,125,INR,-0.11,-13.75,138.75,2020-03-17,2020-03-01,2020,March,"20-Mar"
Prod267,Cus020,Mark011,2020-03-18,1,125,INR,-0.22,-27.5,152.5,2020-03-18,2020-03-01,2020,March,"20-Mar"
Prod267,Cus020,Mark011,2020-03-20,1,125,INR,-0.25,-31.25,156.25,2020-03-20,2020-03-01,2020,March,"20-Mar"
Prod267,Cus020,Mark011,2020-03-23,1,125,INR,-0.2,-25,150,2020-03-23,2020-03-01,2020,March,"20-Mar"
Prod267,Cus020,Mark011,2020-03-27,1,125,INR,-0.1,-12.5,137.5,2020-03-27,2020-03-01,2020,March,"20-Mar"
Prod265,Cus020,Mark011,2020-03-31,1,125,INR,-0.11,-13.75,138.75,2020-03-31,2020-03-01,2020,March,"20-Mar"
Prod267,Cus020,Mark011,2020-04-01,1,125,INR,-0.34,-42.5,167.5,2020-04-01,2020-04-01,2020,April,"20-Apr"
Prod281,Cus020,Mark011,2020-04-02,1,125,INR,-0.31,-38.75,163.75,2020-04-02,2020-04-01,2020,April,"20-Apr"
Prod267,Cus020,Mark011,2020-04-03,1,125,INR,0.17,21.25,103.75,2020-04-03,2020-04-01,2020,April,"20-Apr"
Prod267,Cus020,Mark011,2020-04-06,1,125,INR,0.22,27.5,97.5,2020-04-06,2020-04-01,2020,April,"20-Apr"
Prod281,Cus020,Mark011,2020-04-07,1,125,INR,0.01,1.25,123.75,2020-04-07,2020-04-01,2020,April,"20-Apr"
Prod265,Cus020,Mark011,2020-04-17,1,125,INR,-0.22,-27.5,152.5,2020-04-17,2020-04-01,2020,April,"20-Apr"
Prod267,Cus020,Mark011,2020-04-17,1,125,INR,0,0,125,2020-04-17,2020-04-01,2020,April,"20-Apr"
Prod265,Cus020,Mark011,2020-04-21,1,125,INR,-0.23,-28.75,153.75,2020-04-21,2020-04-01,2020,April,"20-Apr"
Prod265,Cus020,Mark011,2020-04-23,1,125,INR,0.19,23.75,101.25,2020-04-23,2020-04-01,2020,April,"20-Apr"
Prod267,Cus020,Mark011,2020-04-23,1,125,INR,0.2,25,100,2020-04-23,2020-04-01,2020,April,"20-Apr"
Prod265,Cus020,Mark011,2020-04-27,1,125,INR,0.02,2.5,122.5,2020-04-27,2020-04-01,2020,April,"20-Apr"
Prod265,Cus020,Mark011,2020-04-30,1,125,INR,-0.12,-15,140,2020-04-30,2020-04-01,2020,April,"20-Apr"
Prod267,Cus020,Mark011,2020-04-30,1,125,INR,0.35,43.75,81.25,2020-04-30,2020-04-01,2020,April,"20-Apr"
Prod265,Cus020,Mark011,2020-05-04,1,125,INR,-0.23,-28.75,153.75,2020-05-04,2020-05-01,2020,May,"20-May"
Prod267,Cus020,Mark011,2020-05-06,1,125,INR,-0.24,-30,155,2020-05-06,2020-05-01,2020,May,"20-May"
Prod265,Cus020,Mark011,2020-05-08,1,125,INR,0.03,3.75,121.25,2020-05-08,2020-05-01,2020,May,"20-May"
Prod267,Cus020,Mark011,2020-05-11,1,125,INR,-0.24,-30,155,2020-05-11,2020-05-01,2020,May,"20-May"
Prod267,Cus020,Mark011,2020-05-12,1,125,INR,-0.28,-35,160,2020-05-12,2020-05-01,2020,May,"20-May"
Prod267,Cus020,Mark011,2020-05-18,1,125,INR,-0.34,-42.5,167.5,2020-05-18,2020-05-01,2020,May,"20-May"
Prod267,Cus020,Mark011,2020-05-19,1,125,INR,-0.14,-17.5,142.5,2020-05-19,2020-05-01,2020,May,"20-May"
Prod267,Cus020,Mark011,2020-05-20,1,125,INR,-0.16,-20,145,2020-05-20,2020-05-01,2020,May,"20-May"
Prod281,Cus020,Mark011,2020-05-22,1,125,INR,-0.11,-13.75,138.75,2020-05-22,2020-05-01,2020,May,"20-May"
Prod267,Cus020,Mark011,2020-05-26,1,125,INR,0.12,15,110,2020-05-26,2020-05-01,2020,May,"20-May"
Prod267,Cus020,Mark011,2020-05-27,1,125,INR,0.05,6.25,118.75,2020-05-27,2020-05-01,2020,May,"20-May"
Prod267,Cus020,Mark011,2020-05-29,1,125,INR,0.4,50,75,2020-05-29,2020-05-01,2020,May,"20-May"
Prod267,Cus020,Mark011,2020-06-01,1,125,INR,-0.2,-25,150,2020-06-01,2020-06-01,2020,June,"20-Jun"
Prod267,Cus020,Mark011,2020-06-08,1,125,INR,0.09,11.25,113.75,2020-06-08,2020-06-01,2020,June,"20-Jun"
Prod267,Cus020,Mark011,2020-06-09,1,125,INR,0.19,23.75,101.25,2020-06-09,2020-06-01,2020,June,"20-Jun"
Prod281,Cus020,Mark011,2020-06-09,1,125,INR,0.35,43.75,81.25,2020-06-09,2020-06-01,2020,June,"20-Jun"
Prod265,Cus020,Mark011,2020-06-22,1,125,INR,0.08,10,115,2020-06-22,2020-06-01,2020,June,"20-Jun"
Prod267,Cus020,Mark011,2020-06-22,1,125,INR,0.03,3.75,121.25,2020-06-22,2020-06-01,2020,June,"20-Jun"
Prod267,Cus020,Mark011,2020-06-23,1,125,INR,0.18,22.5,102.5,2020-06-23,2020-06-01,2020,June,"20-Jun"
Prod270,Cus020,Mark011,2020-01-13,1,116,INR,-0.34,-39.44,155.44,2020-01-13,2020-01-01,2020,January,"20-Jan"
Prod269,Cus020,Mark011,2020-01-15,1,116,INR,0.32,37.12,78.88,2020-01-15,2020-01-01,2020,January,"20-Jan"
Prod280,Cus020,Mark011,2020-01-15,1,116,INR,-0.2,-23.2,139.2,2020-01-15,2020-01-01,2020,January,"20-Jan"
Prod265,Cus020,Mark011,2020-01-20,1,116,INR,0.05,5.8,110.2,2020-01-20,2020-01-01,2020,January,"20-Jan"
Prod269,Cus020,Mark011,2020-01-27,1,116,INR,-0.15,-17.4,133.4,2020-01-27,2020-01-01,2020,January,"20-Jan"
Prod270,Cus020,Mark011,2020-01-27,1,116,INR,0.34,39.44,76.56,2020-01-27,2020-01-01,2020,January,"20-Jan"
Prod269,Cus020,Mark011,2020-02-03,1,116,INR,-0.06,-6.96,122.96,2020-02-03,2020-02-01,2020,February,"20-Feb"
Prod270,Cus020,Mark011,2020-02-07,1,116,INR,0.32,37.12,78.88,2020-02-07,2020-02-01,2020,February,"20-Feb"
Prod280,Cus020,Mark011,2020-02-10,1,116,INR,0.34,39.44,76.56,2020-02-10,2020-02-01,2020,February,"20-Feb"
Prod280,Cus020,Mark011,2020-02-11,1,116,INR,0.38,44.08,71.92,2020-02-11,2020-02-01,2020,February,"20-Feb"
Prod269,Cus020,Mark011,2020-02-12,1,116,INR,0.29,33.64,82.36,2020-02-12,2020-02-01,2020,February,"20-Feb"
Prod269,Cus020,Mark011,2020-02-14,1,116,INR,0.17,19.72,96.28,2020-02-14,2020-02-01,2020,February,"20-Feb"
Prod280,Cus020,Mark011,2020-02-24,1,116,INR,0.23,26.68,89.32,2020-02-24,2020-02-01,2020,February,"20-Feb"
Prod269,Cus020,Mark011,2020-02-25,1,116,INR,-0.34,-39.44,155.44,2020-02-25,2020-02-01,2020,February,"20-Feb"
Prod269,Cus020,Mark011,2020-02-26,1,116,INR,0.04,4.64,111.36,2020-02-26,2020-02-01,2020,February,"20-Feb"
Prod269,Cus020,Mark011,2020-02-28,1,116,INR,-0.22,-25.52,141.52,2020-02-28,2020-02-01,2020,February,"20-Feb"
Prod269,Cus020,Mark011,2020-03-17,1,116,INR,0.31,35.96,80.04,2020-03-17,2020-03-01,2020,March,"20-Mar"
Prod280,Cus020,Mark011,2020-04-01,1,116,INR,-0.01,-1.16,117.16,2020-04-01,2020-04-01,2020,April,"20-Apr"
Prod280,Cus020,Mark011,2020-04-03,1,116,INR,0.3,34.8,81.2,2020-04-03,2020-04-01,2020,April,"20-Apr"
Prod269,Cus020,Mark011,2020-04-15,1,116,INR,-0.2,-23.2,139.2,2020-04-15,2020-04-01,2020,April,"20-Apr"
Prod280,Cus020,Mark011,2020-04-20,1,116,INR,-0.3,-34.8,150.8,2020-04-20,2020-04-01,2020,April,"20-Apr"
Prod269,Cus020,Mark011,2020-04-22,1,116,INR,0.14,16.24,99.76,2020-04-22,2020-04-01,2020,April,"20-Apr"
Prod280,Cus020,Mark011,2020-05-05,1,116,INR,0.22,25.52,90.48,2020-05-05,2020-05-01,2020,May,"20-May"
Prod269,Cus020,Mark011,2020-05-08,1,116,INR,0.4,46.4,69.6,2020-05-08,2020-05-01,2020,May,"20-May"
Prod269,Cus020,Mark011,2020-05-29,1,116,INR,0.18,20.88,95.12,2020-05-29,2020-05-01,2020,May,"20-May"
Prod269,Cus020,Mark011,2020-06-01,1,116,INR,-0.12,-13.92,129.92,2020-06-01,2020-06-01,2020,June,"20-Jun"
Prod269,Cus020,Mark011,2020-06-03,1,116,INR,-0.24,-27.84,143.84,2020-06-03,2020-06-01,2020,June,"20-Jun"
Prod269,Cus020,Mark011,2020-06-15,1,116,INR,-0.23,-26.68,142.68,2020-06-15,2020-06-01,2020,June,"20-Jun"
Prod267,Cus020,Mark011,2020-01-03,1,116,INR,-0.02,-2.32,118.32,2020-01-03,2020-01-01,2020,January,"20-Jan"
Prod295,Cus020,Mark011,2020-01-13,1,111,INR,-0.26,-28.86,139.86,2020-01-13,2020-01-01,2020,January,"20-Jan"
Prod279,Cus020,Mark011,2020-01-15,1,111,INR,-0.11,-12.21,123.21,2020-01-15,2020-01-01,2020,January,"20-Jan"
Prod278,Cus020,Mark011,2020-01-15,1,111,INR,-0.07,-7.77,118.77,2020-01-15,2020-01-01,2020,January,"20-Jan"
Prod279,Cus020,Mark011,2020-01-16,1,111,INR,-0.27,-29.97,140.97,2020-01-16,2020-01-01,2020,January,"20-Jan"
Prod279,Cus020,Mark011,2020-01-21,1,111,INR,-0.2,-22.2,133.2,2020-01-21,2020-01-01,2020,January,"20-Jan"
Prod294,Cus020,Mark011,2020-01-21,1,111,INR,0.13,14.43,96.57,2020-01-21,2020-01-01,2020,January,"20-Jan"
Prod294,Cus020,Mark011,2020-01-30,1,111,INR,0.3,33.3,77.7,2020-01-30,2020-01-01,2020,January,"20-Jan"
Prod278,Cus020,Mark011,2020-02-02,1,111,INR,-0.11,-12.21,123.21,2020-02-02,2020-02-01,2020,February,"20-Feb"
Prod294,Cus020,Mark011,2020-02-03,1,111,INR,0.32,35.52,75.48,2020-02-03,2020-02-01,2020,February,"20-Feb"
Prod294,Cus020,Mark011,2020-02-06,1,111,INR,-0.23,-25.53,136.53,2020-02-06,2020-02-01,2020,February,"20-Feb"
Prod278,Cus020,Mark011,2020-02-10,1,111,INR,-0.03,-3.33,114.33,2020-02-10,2020-02-01,2020,February,"20-Feb"
Prod278,Cus020,Mark011,2020-02-11,1,111,INR,0.04,4.44,106.56,2020-02-11,2020-02-01,2020,February,"20-Feb"
Prod279,Cus020,Mark011,2020-02-13,1,111,INR,-0.24,-26.64,137.64,2020-02-13,2020-02-01,2020,February,"20-Feb"
Prod294,Cus020,Mark011,2020-02-13,1,111,INR,0.17,18.87,92.13,2020-02-13,2020-02-01,2020,February,"20-Feb"
Prod278,Cus020,Mark011,2020-02-14,1,111,INR,0.05,5.55,105.45,2020-02-14,2020-02-01,2020,February,"20-Feb"
Prod279,Cus020,Mark011,2020-02-14,1,111,INR,0.38,42.18,68.82,2020-02-14,2020-02-01,2020,February,"20-Feb"
Prod278,Cus020,Mark011,2020-02-18,1,111,INR,-0.04,-4.44,115.44,2020-02-18,2020-02-01,2020,February,"20-Feb"
Prod278,Cus020,Mark011,2020-02-21,1,111,INR,0.17,18.87,92.13,2020-02-21,2020-02-01,2020,February,"20-Feb"
Prod279,Cus020,Mark011,2020-02-21,1,111,INR,0.26,28.86,82.14,2020-02-21,2020-02-01,2020,February,"20-Feb"
Prod278,Cus020,Mark011,2020-02-25,1,111,INR,-0.34,-37.74,148.74,2020-02-25,2020-02-01,2020,February,"20-Feb"
Prod295,Cus020,Mark011,2020-02-26,1,111,INR,0.16,17.76,93.24,2020-02-26,2020-02-01,2020,February,"20-Feb"
Prod279,Cus020,Mark011,2020-02-27,1,111,INR,0.39,43.29,67.71,2020-02-27,2020-02-01,2020,February,"20-Feb"
Prod278,Cus020,Mark011,2020-03-04,1,111,INR,0.33,36.63,74.37,2020-03-04,2020-03-01,2020,March,"20-Mar"
Prod278,Cus020,Mark011,2020-03-09,1,111,INR,0.28,31.08,79.92,2020-03-09,2020-03-01,2020,March,"20-Mar"
Prod295,Cus020,Mark011,2020-03-11,1,111,INR,0.31,34.41,76.59,2020-03-11,2020-03-01,2020,March,"20-Mar"
Prod279,Cus020,Mark011,2020-03-13,1,111,INR,0.26,28.86,82.14,2020-03-13,2020-03-01,2020,March,"20-Mar"
Prod279,Cus020,Mark011,2020-03-17,1,111,INR,0.07,7.77,103.23,2020-03-17,2020-03-01,2020,March,"20-Mar"
Prod294,Cus020,Mark011,2020-03-18,1,111,INR,0.06,6.66,104.34,2020-03-18,2020-03-01,2020,March,"20-Mar"
Prod278,Cus020,Mark011,2020-03-23,1,111,INR,-0.34,-37.74,148.74,2020-03-23,2020-03-01,2020,March,"20-Mar"
Prod294,Cus020,Mark011,2020-03-25,1,111,INR,0.09,9.99,101.01,2020-03-25,2020-03-01,2020,March,"20-Mar"
Prod294,Cus020,Mark011,2020-04-01,1,111,INR,-0.26,-28.86,139.86,2020-04-01,2020-04-01,2020,April,"20-Apr"
Prod278,Cus020,Mark011,2020-04-03,1,111,INR,0.07,7.77,103.23,2020-04-03,2020-04-01,2020,April,"20-Apr"
Prod294,Cus020,Mark011,2020-04-06,1,111,INR,-0.33,-36.63,147.63,2020-04-06,2020-04-01,2020,April,"20-Apr"
